instancia,abordagem,semente,n_vertices,p,r,iteracao,tempo_acumulado,melhor_cobertura,melhor_distancia
eil51.tsp,GRASP com VND,7,51,6,8.6,82,0.24362754821777344,24,95
eil51.tsp,GRASP com VND,7,51,6,8.6,83,0.24767208099365234,24,95
eil51.tsp,GRASP com VND,7,51,6,8.6,84,0.24993491172790527,24,95
eil51.tsp,GRASP com VND,7,51,6,8.6,85,0.2545187473297119,24,95
eil51.tsp,GRASP com VND,7,51,6,8.6,86,0.2561337947845459,24,95
eil51.tsp,GRASP com VND,7,51,6,8.6,87,0.26017189025878906,24,95
eil51.tsp,GRASP com VND,7,51,6,8.6,88,0.2619924545288086,24,95
eil51.tsp,GRASP com VND,7,51,6,8.6,89,0.2632894515991211,24,95
eil51.tsp,GRASP com VND,7,51,6,8.6,90,0.2673811912536621,24,95
eil51.tsp,GRASP com VND,7,51,6,8.6,91,0.27138805389404297,24,95
eil51.tsp,GRASP com VND,7,51,6,8.6,92,0.27330803871154785,24,95
eil51.tsp,GRASP com VND,7,51,6,8.6,93,0.27809977531433105,24,95
eil51.tsp,GRASP com VND,7,51,6,8.6,94,0.283311128616333,24,95
eil51.tsp,GRASP com VND,7,51,6,8.6,95,0.28831005096435547,24,95
eil51.tsp,GRASP com VND,7,51,6,8.6,96,0.28966450691223145,24,95
eil51.tsp,GRASP com VND,7,51,6,8.6,97,0.2948181629180908,24,95
eil51.tsp,GRASP com VND,7,51,6,8.6,98,0.2965574264526367,24,95
eil51.tsp,GRASP com VND,7,51,6,8.6,99,0.3034658432006836,24,95
eil51.tsp,GRASP com VND,7,51,6,8.6,100,0.3092639446258545,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,1,0.0013689994812011719,24,116
eil51.tsp,GRASP com VND,8,51,6,8.6,2,0.004876613616943359,24,116
eil51.tsp,GRASP com VND,8,51,6,8.6,3,0.006946086883544922,24,98
eil51.tsp,GRASP com VND,8,51,6,8.6,4,0.010290145874023438,24,98
eil51.tsp,GRASP com VND,8,51,6,8.6,5,0.012133121490478516,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,6,0.01340937614440918,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,7,0.016907691955566406,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,8,0.018691539764404297,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,9,0.020279645919799805,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,10,0.02216815948486328,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,11,0.023898601531982422,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,12,0.025665760040283203,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,13,0.026965856552124023,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,14,0.030689716339111328,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,15,0.035005807876586914,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,16,0.0383603572845459,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,17,0.0470883846282959,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,18,0.048488616943359375,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,19,0.05481243133544922,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,20,0.05610966682434082,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,21,0.06347393989562988,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,22,0.06844282150268555,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,23,0.06973457336425781,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,24,0.07488822937011719,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,25,0.0765233039855957,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,26,0.07897424697875977,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,27,0.08399581909179688,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,28,0.08604598045349121,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,29,0.09074234962463379,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,30,0.09404134750366211,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,31,0.10069727897644043,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,32,0.10316109657287598,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,33,0.10451841354370117,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,34,0.10578513145446777,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,35,0.11475825309753418,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,36,0.1205742359161377,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,37,0.12199592590332031,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,38,0.1271522045135498,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,39,0.1331794261932373,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,40,0.13673901557922363,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,41,0.13800525665283203,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,42,0.14506936073303223,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,43,0.14858198165893555,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,44,0.15366435050964355,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,45,0.15524864196777344,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,46,0.16033029556274414,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,47,0.16159605979919434,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,48,0.1660614013671875,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,49,0.16762065887451172,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,50,0.16909480094909668,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,51,0.17076706886291504,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,52,0.1753220558166504,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,53,0.18058156967163086,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,54,0.184478759765625,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,55,0.18597865104675293,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,56,0.1873304843902588,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,57,0.19284296035766602,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,58,0.20130157470703125,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,59,0.20804071426391602,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,60,0.21182608604431152,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,61,0.21329259872436523,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,62,0.21588611602783203,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,63,0.2174358367919922,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,64,0.22226357460021973,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,65,0.22352385520935059,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,66,0.22542071342468262,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,67,0.23297595977783203,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,68,0.23439645767211914,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,69,0.23609137535095215,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,70,0.23779630661010742,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,71,0.24277782440185547,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,72,0.2461395263671875,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,73,0.24999523162841797,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,74,0.2515881061553955,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,75,0.25583553314208984,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,76,0.2575540542602539,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,77,0.2586648464202881,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,78,0.2600090503692627,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,79,0.2617318630218506,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,80,0.2638554573059082,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,81,0.26543760299682617,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,82,0.26706719398498535,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,83,0.26899290084838867,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,84,0.27068257331848145,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,85,0.2738075256347656,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,86,0.27506041526794434,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,87,0.28145456314086914,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,88,0.28694868087768555,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,89,0.2898905277252197,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,90,0.29193902015686035,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,91,0.29337143898010254,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,92,0.2951388359069824,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,93,0.29860830307006836,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,94,0.3009810447692871,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,95,0.30347490310668945,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,96,0.3051731586456299,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,97,0.30649781227111816,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,98,0.30803871154785156,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,99,0.31279993057250977,24,95
eil51.tsp,GRASP com VND,8,51,6,8.6,100,0.3141939640045166,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,1,0.0018007755279541016,24,98
eil51.tsp,GRASP com VND,9,51,6,8.6,2,0.003304719924926758,24,98
eil51.tsp,GRASP com VND,9,51,6,8.6,3,0.005715131759643555,24,98
eil51.tsp,GRASP com VND,9,51,6,8.6,4,0.007151126861572266,24,98
eil51.tsp,GRASP com VND,9,51,6,8.6,5,0.011268854141235352,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,6,0.01268458366394043,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,7,0.016392230987548828,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,8,0.02022838592529297,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,9,0.025636672973632812,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,10,0.029985427856445312,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,11,0.0313417911529541,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,12,0.03365612030029297,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,13,0.036980628967285156,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,14,0.03836417198181152,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,15,0.04248666763305664,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,16,0.04621529579162598,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,17,0.047708988189697266,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,18,0.053259849548339844,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,19,0.0569462776184082,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,20,0.05966758728027344,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,21,0.06091618537902832,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,22,0.06220269203186035,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,23,0.0638728141784668,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,24,0.06742620468139648,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,25,0.06887936592102051,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,26,0.07163858413696289,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,27,0.07357239723205566,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,28,0.07498502731323242,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,29,0.0768277645111084,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,30,0.08203625679016113,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,31,0.08500432968139648,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,32,0.0867927074432373,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,33,0.08837437629699707,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,34,0.08971619606018066,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,35,0.0914158821105957,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,36,0.0931246280670166,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,37,0.09839320182800293,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,38,0.09983134269714355,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,39,0.10367727279663086,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,40,0.10953354835510254,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,41,0.11654019355773926,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,42,0.12002134323120117,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,43,0.12160134315490723,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,44,0.12660622596740723,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,45,0.12802815437316895,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,46,0.13245916366577148,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,47,0.13387346267700195,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,48,0.13495516777038574,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,49,0.13636469841003418,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,50,0.1404402256011963,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,51,0.14447450637817383,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,52,0.14591622352600098,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,53,0.14737963676452637,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,54,0.15151023864746094,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,55,0.15580987930297852,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,56,0.15799379348754883,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,57,0.16080832481384277,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,58,0.1621551513671875,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,59,0.16340017318725586,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,60,0.16778278350830078,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,61,0.173750638961792,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,62,0.17889952659606934,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,63,0.18335795402526855,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,64,0.19067668914794922,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,65,0.19528961181640625,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,66,0.1970195770263672,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,67,0.19857001304626465,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,68,0.20416808128356934,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,69,0.20986247062683105,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,70,0.21274995803833008,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,71,0.21434736251831055,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,72,0.21801209449768066,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,73,0.2194223403930664,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,74,0.22490286827087402,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,75,0.22813773155212402,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,76,0.22959542274475098,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,77,0.23158597946166992,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,78,0.23500633239746094,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,79,0.23627686500549316,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,80,0.23924612998962402,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,81,0.24068522453308105,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,82,0.24206924438476562,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,83,0.24762535095214844,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,84,0.24941349029541016,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,85,0.25313258171081543,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,86,0.2565157413482666,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,87,0.2603566646575928,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,88,0.26316022872924805,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,89,0.2675471305847168,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,90,0.2688143253326416,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,91,0.27466487884521484,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,92,0.28000783920288086,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,93,0.2853207588195801,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,94,0.2915065288543701,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,95,0.29338765144348145,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,96,0.2975480556488037,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,97,0.30165696144104004,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,98,0.303145170211792,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,99,0.3048422336578369,24,95
eil51.tsp,GRASP com VND,9,51,6,8.6,100,0.3100414276123047,24,95
eil51.tsp,Lexicografico 1-swap,0,51,6,8.6,0,0.0,24,122
eil51.tsp,Lexicografico 1-swap,0,51,6,8.6,1,0.9364919662475586,24,98
eil51.tsp,Lexicografico 1-swap,0,51,6,8.6,2,1.4896538257598877,24,98
eil51.tsp,Lexicografico 1-swap,0,51,6,8.6,3,2.3532140254974365,24,95
eil51.tsp,Lexicografico 1-swap,0,51,6,8.6,4,2.8684654235839844,24,95
eil51.tsp,Lexicografico 1-swap,0,51,6,8.6,5,3.3441178798675537,24,95
eil51.tsp,Lexicografico 1-swap,0,51,6,8.6,6,3.934859275817871,24,95
eil51.tsp,Lexicografico 1-swap,0,51,6,8.6,7,4.443680047988892,24,95
eil51.tsp,Lexicografico 1-swap,0,51,6,8.6,8,4.976940393447876,24,95
eil51.tsp,Lexicografico 1-swap,0,51,6,8.6,9,5.599823951721191,24,95
eil51.tsp,Lexicografico 1-swap,0,51,6,8.6,10,6.149994373321533,24,95
eil51.tsp,Lexicografico 1-swap,1,51,6,8.6,0,0.0,24,122
eil51.tsp,Lexicografico 1-swap,1,51,6,8.6,1,1.059112310409546,24,98
eil51.tsp,Lexicografico 1-swap,1,51,6,8.6,2,1.8493199348449707,24,95
eil51.tsp,Lexicografico 1-swap,1,51,6,8.6,3,2.4588623046875,24,95
eil51.tsp,Lexicografico 1-swap,1,51,6,8.6,4,2.931396245956421,24,95
eil51.tsp,Lexicografico 1-swap,1,51,6,8.6,5,3.4780211448669434,24,95
eil51.tsp,Lexicografico 1-swap,1,51,6,8.6,6,4.009793281555176,24,95
eil51.tsp,Lexicografico 1-swap,1,51,6,8.6,7,4.499137878417969,24,95
eil51.tsp,Lexicografico 1-swap,1,51,6,8.6,8,5.02936863899231,24,95
eil51.tsp,Lexicografico 1-swap,1,51,6,8.6,9,5.57844614982605,24,95
eil51.tsp,Lexicografico 1-swap,1,51,6,8.6,10,6.081734895706177,24,95
eil51.tsp,Lexicografico 1-swap,2,51,6,8.6,0,0.0,24,122
eil51.tsp,Lexicografico 1-swap,2,51,6,8.6,1,1.1836199760437012,24,95
eil51.tsp,Lexicografico 1-swap,2,51,6,8.6,2,1.78847336769104,24,95
eil51.tsp,Lexicografico 1-swap,2,51,6,8.6,3,2.359351873397827,24,95
eil51.tsp,Lexicografico 1-swap,2,51,6,8.6,4,2.821049213409424,24,95
eil51.tsp,Lexicografico 1-swap,2,51,6,8.6,5,3.4482407569885254,24,95
eil51.tsp,Lexicografico 1-swap,2,51,6,8.6,6,4.004061698913574,24,95
eil51.tsp,Lexicografico 1-swap,2,51,6,8.6,7,4.644410133361816,24,95
eil51.tsp,Lexicografico 1-swap,2,51,6,8.6,8,5.22368049621582,24,95
eil51.tsp,Lexicografico 1-swap,2,51,6,8.6,9,5.796772241592407,24,95
eil51.tsp,Lexicografico 1-swap,2,51,6,8.6,10,6.415870904922485,24,95
eil51.tsp,Lexicografico 1-swap,3,51,6,8.6,0,0.0,24,122
eil51.tsp,Lexicografico 1-swap,3,51,6,8.6,1,1.2642426490783691,24,95
eil51.tsp,Lexicografico 1-swap,3,51,6,8.6,2,1.7851471900939941,24,95
eil51.tsp,Lexicografico 1-swap,3,51,6,8.6,3,2.3247005939483643,24,95
eil51.tsp,Lexicografico 1-swap,3,51,6,8.6,4,2.859971284866333,24,95
eil51.tsp,Lexicografico 1-swap,3,51,6,8.6,5,3.396097183227539,24,95
eil51.tsp,Lexicografico 1-swap,3,51,6,8.6,6,4.00962233543396,24,95
eil51.tsp,Lexicografico 1-swap,3,51,6,8.6,7,4.6412436962127686,24,95
eil51.tsp,Lexicografico 1-swap,3,51,6,8.6,8,5.25070333480835,24,95
eil51.tsp,Lexicografico 1-swap,3,51,6,8.6,9,5.728813171386719,24,95
eil51.tsp,Lexicografico 1-swap,3,51,6,8.6,10,6.243197441101074,24,95
eil51.tsp,Lexicografico 1-swap,4,51,6,8.6,0,0.0,24,122
eil51.tsp,Lexicografico 1-swap,4,51,6,8.6,1,0.8358211517333984,24,95
eil51.tsp,Lexicografico 1-swap,4,51,6,8.6,2,1.3909389972686768,24,95
eil51.tsp,Lexicografico 1-swap,4,51,6,8.6,3,1.906613826751709,24,95
eil51.tsp,Lexicografico 1-swap,4,51,6,8.6,4,2.424178123474121,24,95
eil51.tsp,Lexicografico 1-swap,4,51,6,8.6,5,2.9797651767730713,24,95
eil51.tsp,Lexicografico 1-swap,4,51,6,8.6,6,3.55224609375,24,95
eil51.tsp,Lexicografico 1-swap,4,51,6,8.6,7,4.0855467319488525,24,95
eil51.tsp,Lexicografico 1-swap,4,51,6,8.6,8,4.639196872711182,24,95
eil51.tsp,Lexicografico 1-swap,4,51,6,8.6,9,5.175185918807983,24,95
eil51.tsp,Lexicografico 1-swap,4,51,6,8.6,10,5.679157018661499,24,95
eil51.tsp,Lexicografico 1-swap,5,51,6,8.6,0,0.0,24,122
eil51.tsp,Lexicografico 1-swap,5,51,6,8.6,1,1.1703810691833496,24,98
eil51.tsp,Lexicografico 1-swap,5,51,6,8.6,2,1.8033361434936523,24,98
eil51.tsp,Lexicografico 1-swap,5,51,6,8.6,3,2.33170747756958,24,98
eil51.tsp,Lexicografico 1-swap,5,51,6,8.6,4,2.9000964164733887,24,98
eil51.tsp,Lexicografico 1-swap,5,51,6,8.6,5,3.837570905685425,24,95
eil51.tsp,Lexicografico 1-swap,5,51,6,8.6,6,4.295620441436768,24,95
eil51.tsp,Lexicografico 1-swap,5,51,6,8.6,7,4.900897264480591,24,95
eil51.tsp,Lexicografico 1-swap,5,51,6,8.6,8,5.380614757537842,24,95
eil51.tsp,Lexicografico 1-swap,5,51,6,8.6,9,5.946398496627808,24,95
eil51.tsp,Lexicografico 1-swap,5,51,6,8.6,10,6.495267152786255,24,95
eil51.tsp,Lexicografico 1-swap,6,51,6,8.6,0,0.0,24,122
eil51.tsp,Lexicografico 1-swap,6,51,6,8.6,1,0.8678138256072998,24,98
eil51.tsp,Lexicografico 1-swap,6,51,6,8.6,2,1.7898344993591309,24,95
eil51.tsp,Lexicografico 1-swap,6,51,6,8.6,3,2.5269339084625244,24,95
eil51.tsp,Lexicografico 1-swap,6,51,6,8.6,4,2.9875004291534424,24,95
eil51.tsp,Lexicografico 1-swap,6,51,6,8.6,5,3.5752434730529785,24,95
eil51.tsp,Lexicografico 1-swap,6,51,6,8.6,6,4.075287580490112,24,95
eil51.tsp,Lexicografico 1-swap,6,51,6,8.6,7,4.592254400253296,24,95
eil51.tsp,Lexicografico 1-swap,6,51,6,8.6,8,5.131692171096802,24,95
eil51.tsp,Lexicografico 1-swap,6,51,6,8.6,9,5.587929964065552,24,95
eil51.tsp,Lexicografico 1-swap,6,51,6,8.6,10,6.193947792053223,24,95
eil51.tsp,Lexicografico 1-swap,7,51,6,8.6,0,0.0,24,122
eil51.tsp,Lexicografico 1-swap,7,51,6,8.6,1,0.9508206844329834,24,98
eil51.tsp,Lexicografico 1-swap,7,51,6,8.6,2,1.5379061698913574,24,98
eil51.tsp,Lexicografico 1-swap,7,51,6,8.6,3,2.4735171794891357,24,95
eil51.tsp,Lexicografico 1-swap,7,51,6,8.6,4,2.9688377380371094,24,95
eil51.tsp,Lexicografico 1-swap,7,51,6,8.6,5,3.5212793350219727,24,95
eil51.tsp,Lexicografico 1-swap,7,51,6,8.6,6,4.066596746444702,24,95
eil51.tsp,Lexicografico 1-swap,7,51,6,8.6,7,4.628878355026245,24,95
eil51.tsp,Lexicografico 1-swap,7,51,6,8.6,8,5.233957529067993,24,95
eil51.tsp,Lexicografico 1-swap,7,51,6,8.6,9,5.734213829040527,24,95
eil51.tsp,Lexicografico 1-swap,7,51,6,8.6,10,6.213394403457642,24,95
eil51.tsp,Lexicografico 1-swap,8,51,6,8.6,0,0.0,24,122
eil51.tsp,Lexicografico 1-swap,8,51,6,8.6,1,0.8181509971618652,24,95
eil51.tsp,Lexicografico 1-swap,8,51,6,8.6,2,1.2619926929473877,24,95
eil51.tsp,Lexicografico 1-swap,8,51,6,8.6,3,1.9052906036376953,24,95
eil51.tsp,Lexicografico 1-swap,8,51,6,8.6,4,2.3458096981048584,24,95
eil51.tsp,Lexicografico 1-swap,8,51,6,8.6,5,2.87546968460083,24,95
eil51.tsp,Lexicografico 1-swap,8,51,6,8.6,6,3.351837396621704,24,95
eil51.tsp,Lexicografico 1-swap,8,51,6,8.6,7,3.9217190742492676,24,95
eil51.tsp,Lexicografico 1-swap,8,51,6,8.6,8,4.452451944351196,24,95
eil51.tsp,Lexicografico 1-swap,8,51,6,8.6,9,4.9805076122283936,24,95
eil51.tsp,Lexicografico 1-swap,8,51,6,8.6,10,5.554114818572998,24,95
eil51.tsp,Lexicografico 1-swap,9,51,6,8.6,0,0.0,24,122
eil51.tsp,Lexicografico 1-swap,9,51,6,8.6,1,0.7643721103668213,24,95
eil51.tsp,Lexicografico 1-swap,9,51,6,8.6,2,1.3402786254882812,24,95
eil51.tsp,Lexicografico 1-swap,9,51,6,8.6,3,1.765425205230713,24,95
eil51.tsp,Lexicografico 1-swap,9,51,6,8.6,4,2.265134811401367,24,95
eil51.tsp,Lexicografico 1-swap,9,51,6,8.6,5,2.7669026851654053,24,95
eil51.tsp,Lexicografico 1-swap,9,51,6,8.6,6,3.3247909545898438,24,95
eil51.tsp,Lexicografico 1-swap,9,51,6,8.6,7,3.8090803623199463,24,95
eil51.tsp,Lexicografico 1-swap,9,51,6,8.6,8,4.293752670288086,24,95
eil51.tsp,Lexicografico 1-swap,9,51,6,8.6,9,4.793196201324463,24,95
eil51.tsp,Lexicografico 1-swap,9,51,6,8.6,10,5.329072952270508,24,95
eil51.tsp,VNS com VND,0,51,6,8.6,0,0.0,24,122
eil51.tsp,VNS com VND,0,51,6,8.6,1,0.029206275939941406,24,95
eil51.tsp,VNS com VND,0,51,6,8.6,2,0.04707050323486328,24,95
